ID,InstallYear,Diameter,Length,Material,ExpBreak (Target),Age2018
26876,1923,6,17.1,3,0,95
26877,1923,6,9.01,3,0,95
26881,1923,16,24.31,3,0,95
26886,1923,6,47.33,3,0,95
26887,1923,6,9.72,3,0,95
26892,1923,4,425.39,3,0,95
26894,1923,6,396.6,3,0,95
26896,1923,6,39.94,3,0,95
26897,1923,6,12.16,3,0,95
26898,1923,6,12.59,3,0,95
26899,1923,6,385.46,3,0,95
26900,1923,6,135.85,3,0,95
26903,1923,6,19.98,3,0,95
26904,1923,6,13.03,3,0,95
26905,1923,6,18.67,3,0,95
26906,1923,4,20.4,3,0,95
26907,1923,6,321.43,3,0,95
26908,1923,6,45.16,3,0,95
26909,1923,6,246.09,3,0,95
26910,1923,6,24.74,3,0,95
26911,1923,6,443.19,3,0,95
26912,1923,6,14.76,3,0,95
26913,1923,6,312.07,3,0,95
26915,1923,6,16.06,3,0,95
26916,1923,6,13.9,3,0,95
26917,1923,6,32.99,3,0,95
26918,1923,6,26.91,3,0,95
26920,1923,4,15.22,3,0,95
26921,1923,8,32.55,3,0,95
26922,1923,6,16.52,3,0,95
26926,1923,6,17.43,3,0,95
26929,1923,8,271.73,3,0,95
26933,1923,8,45.3,3,0,95
26934,1923,4,6.96,3,0,95
26936,1923,4,324.66,3,0,95
26937,1923,4,20.54,3,0,95
26938,1923,8,24.6,3,0,95
26942,1923,4,255.42,3,0,95
26944,1923,6,616.67,3,0,95
26945,1923,16,594.38,3,0,95
26946,1923,6,127.78,3,0,95
26949,1923,6,265.44,3,0,95
26950,1923,6,280.05,3,0,95
26951,1923,6,831.54,3,0,95
26952,1923,6,364.66,3,0,95
26957,1923,6,20.91,3,0,95
26958,1923,6,12.77,3,0,95
26959,1923,6,329.22,3,0,95
26960,1923,6,302.86,3,0,95
26962,1923,6,369.63,3,0,95
26965,1923,6,21.38,3,0,95
26966,1923,6,14.02,3,0,95
26968,1923,6,15.1,3,0,95
26969,1923,6,15.22,3,0,95
26971,1923,16,310.34,3,0,95
26974,1923,6,24.31,3,0,95
26978,1923,16,398.91,3,0,95
26979,1923,6,14.35,3,0,95
26980,1923,6,17.94,3,0,95
26982,1923,6,29.11,3,0,95
26985,1923,6,284.54,3,0,95
26986,1923,6,8.68,3,0,95
26992,1923,6,345.99,3,0,95
26998,1923,6,280.64,3,0,95
27000,1923,6,15.22,3,0,95
27001,1923,6,13.46,3,0,95
27006,1923,12,44.28,3,0,95
27010,1923,6,293.4,3,0,95
27011,1923,6,24.32,3,0,95
27012,1923,16,316.9,3,0,95
27013,1923,6,16.08,3,0,95
27015,1923,6,21.34,3,0,95
27018,1923,16,171.69,3,0,95
27019,1923,12,31.07,3,0,95
27020,1923,16,354.57,3,0,95
27021,1923,6,11.91,3,0,95
27022,1923,16,303.77,3,0,95
27023,1923,6,315.52,3,0,95
27025,1923,16,281.24,3,0,95
27026,1923,4,256.64,3,0,95
27027,1923,16,371.54,3,0,95
27029,1923,6,284.61,3,0,95
27030,1923,12,293.44,3,0,95
27031,1923,6,38.16,3,0,95
27032,1923,8,44.7,3,0,95
27033,1923,6,243.7,3,0,95
27034,1923,4,585.15,3,0,95
27035,1923,6,18.47,3,0,95
27037,1923,6,23.01,3,0,95
29093,1923,6,475.22,3,0,95
29099,1923,6,10.5,3,0,95
29100,1923,6,27.24,3,0,95
29106,1923,4,8.72,3,0,95
29107,1923,4,6.96,3,0,95
29109,1923,4,10.85,3,0,95
29113,1923,6,245.68,3,0,95
29114,1923,6,370.94,3,0,95
29115,1923,6,15.19,3,0,95
29117,1923,6,10.93,3,0,95
29125,1923,6,9.09,3,0,95
29127,1923,4,9.11,3,0,95
29128,1923,6,141.09,3,0,95
29131,1923,6,24.4,3,0,95
29135,1923,6,18.25,3,0,95
29136,1923,6,287.99,3,0,95
29138,1923,6,21.7,3,0,95
29140,1923,8,33.24,3,0,95
29142,1923,8,590.7,3,0,95
29146,1923,8,467.25,3,0,95
29156,1923,6,304.56,3,0,95
29185,1923,6,12.41,3,0,95
29186,1923,16,29.82,3,0,95
29187,1923,6,13.48,3,0,95
29188,1923,16,450.25,3,0,95
29189,1923,16,43.4,3,0,95
29190,1923,6,8.01,3,0,95
29191,1923,6,13.92,3,0,95
29193,1923,6,14.86,3,0,95
29194,1923,4,15.2,3,0,95
29197,1923,6,12.92,3,0,95
29199,1923,6,14.53,3,0,95
29200,1923,6,29.59,3,0,95
29201,1923,6,17.38,3,0,95
29202,1923,6,26.44,3,0,95
29203,1923,6,16.5,3,0,95
29204,1923,6,11.73,3,0,95
29205,1923,6,15.05,3,0,95
29206,1923,6,13.03,3,0,95
29209,1923,8,41.23,3,0,95
29210,1923,8,19.1,3,0,95
29212,1923,6,16.94,3,0,95
29216,1923,6,330.36,3,0,95
29222,1923,6,13.89,3,0,95
29227,1923,12,21.9,3,0,95
29228,1923,4,17.36,3,0,95
29229,1923,6,294.26,3,0,95
29230,1923,6,49.05,3,0,95
29231,1923,6,19.97,3,0,95
29232,1923,6,14.78,3,0,95
29233,1923,6,238.93,3,0,95
29234,1923,6,15.68,3,0,95
29235,1923,6,15.29,3,0,95
26377,1923,6,24.32,3,0,95
26378,1923,6,12.94,3,0,95
26379,1923,6,15.71,3,0,95
26381,1923,6,400.19,3,0,95
26383,1923,6,56.88,3,0,95
26386,1923,6,304.44,3,0,95
26390,1923,6,21.27,3,0,95
26394,1923,6,28.7,3,0,95
26395,1923,6,13.95,3,0,95
26397,1923,6,648.02,3,0,95
26399,1923,6,609.49,3,0,95
26400,1923,6,14.35,3,0,95
26401,1923,6,13.46,3,0,95
26403,1923,6,450.13,3,0,95
26406,1923,6,322.51,3,0,95
26408,1923,6,12.47,3,0,95
26409,1923,6,512.72,3,0,95
26411,1923,6,23.91,3,0,95
26413,1923,6,35.61,3,0,95
26414,1923,6,680.72,3,0,95
26415,1923,6,330.37,3,0,95
26416,1923,6,20.4,3,0,95
26417,1923,6,21.29,3,0,95
26419,1923,6,13.46,3,0,95
26420,1923,6,20.91,3,0,95
26424,1923,6,681.45,3,0,95
26425,1923,6,334.66,3,0,95
26429,1923,6,292.12,3,0,95
26432,1923,6,279.95,3,0,95
26436,1923,6,449.41,3,0,95
26437,1923,6,15.63,3,0,95
26438,1923,6,33.88,3,0,95
26441,1923,6,345.6,3,0,95
26443,1923,6,340.44,3,0,95
26444,1923,6,11.72,3,0,95
26446,1923,6,26.71,3,0,95
26448,1923,6,28.51,3,0,95
20683,1923,12,84.37,3,0,95
10683,1923,20,73.79,3,0,95
10695,1923,6,401.31,3,0,95
10696,1923,6,20.39,3,0,95
10699,1923,4,9.21,3,0,95
10700,1923,4,20.04,3,0,95
10701,1923,6,409.74,3,0,95
10702,1923,4,27.79,3,0,95
10706,1923,6,14.75,3,0,95
10707,1923,6,441.85,3,0,95
10710,1923,6,354.8,3,0,95
10711,1923,6,6.94,3,0,95
10712,1923,6,16.09,3,0,95
10721,1923,6,24.74,3,0,95
10722,1923,6,15.62,3,0,95
10723,1923,6,269.23,3,0,95
10724,1923,6,452.28,3,0,95
10730,1923,6,282.16,3,0,95
10731,1923,6,419.28,3,0,95
10752,1923,6,261.79,3,0,95
10753,1923,10,27.36,3,0,95
6939,1923,6,345.08,3,0,95
6940,1923,6,9.04,3,0,95
6941,1923,6,15.35,3,0,95
6947,1923,6,347.02,3,0,95
6951,1923,6,358.63,3,0,95
6975,1923,6,255.09,3,0,95
7129,1923,12,46.26,3,0,95
6065,1923,6,23.06,3,0,95
6101,1923,6,409,3,0,95
6130,1923,8,693.42,3,0,95
6144,1923,8,569.63,3,0,95
6218,1923,8,261.56,3,0,95
6233,1923,8,36.48,3,0,95
6234,1923,6,18,3,0,95
6238,1923,4,109.88,3,0,95
6241,1923,8,209.49,3,0,95
10754,1923,10,14.33,3,0,95
10757,1923,10,434.07,3,0,95
10758,1923,10,72.92,3,0,95
10761,1923,10,31.69,3,0,95
10765,1923,8,48.18,3,0,95
10766,1923,8,16.06,3,0,95
10767,1923,8,16.06,3,0,95
10768,1923,8,13.9,3,0,95
10769,1923,8,14.76,3,0,95
10770,1923,8,113.08,3,0,95
10772,1923,8,22.13,3,0,95
10773,1923,16,54.69,3,0,95
10774,1923,16,372.41,3,0,95
10776,1923,6,450.53,3,0,95
10784,1923,4,308.77,3,0,95
10785,1923,4,10.88,3,0,95
10786,1923,6,66.2,3,0,95
10791,1923,8,17.36,3,0,95
10797,1923,6,1.82,3,0,95
10800,1923,8,289.38,3,0,95
10802,1923,10,5.85,3,0,95
10804,1923,10,19.44,3,0,95
10805,1923,8,5.09,3,0,95
10806,1923,8,295.75,3,0,95
10807,1923,16,477.83,3,0,95
10808,1923,16,8.74,3,0,95
10812,1923,6,278.39,3,0,95
10813,1923,12,39.52,3,0,95
10815,1923,12,312.02,3,0,95
10816,1923,12,39.51,3,0,95
10818,1923,12,443.2,3,0,95
10820,1923,6,379.79,3,0,95
10824,1923,12,93.32,3,0,95
10829,1923,12,17.88,3,0,95
10833,1923,20,65.71,3,0,95
10836,1923,16,54.3,3,0,95
10837,1923,6,243.48,3,0,95
10838,1923,8,22.25,3,0,95
10869,1923,8,25.17,3,0,95
10870,1923,8,242.04,3,0,95
10879,1923,10,26.91,3,0,95
10880,1923,6,14.75,3,0,95
10881,1923,10,22.84,3,0,95
10882,1923,16,34.29,3,0,95
10883,1923,10,33.68,3,0,95
10888,1923,8,15.11,3,0,95
10890,1923,6,27.78,3,0,95
10892,1923,6,12.62,3,0,95
10893,1923,6,6.87,3,0,95
10894,1923,8,176.8,3,0,95
10895,1923,8,16.39,3,0,95
10900,1923,8,121.55,3,0,95
20825,1923,8,262.62,3,0,95
26451,1923,12,354.04,3,0,95
26453,1923,6,27.88,3,0,95
26454,1923,6,491.88,3,0,95
26455,1923,6,517.03,3,0,95
26456,1923,12,334.51,3,0,95
26457,1923,6,19.12,3,0,95
26458,1923,6,18.66,3,0,95
26461,1923,12,57.9,3,0,95
26462,1923,6,280.77,3,0,95
26463,1923,6,297.74,3,0,95
26464,1923,6,319.82,3,0,95
26465,1923,6,318.41,3,0,95
26466,1923,12,41.67,3,0,95
26467,1923,6,540.4,3,0,95
26468,1923,12,13.52,3,0,95
26470,1923,6,169.31,3,0,95
26471,1923,6,13.02,3,0,95
26473,1923,6,318.27,3,0,95
26474,1923,6,330.31,3,0,95
26475,1923,6,26.49,3,0,95
26476,1923,6,22.17,3,0,95
26477,1923,12,35.07,3,0,95
26479,1923,6,23.02,3,0,95
26482,1923,6,168.78,3,0,95
26483,1923,6,23.61,3,0,95
26484,1923,6,40.59,3,0,95
26487,1923,6,289.96,3,0,95
26488,1923,6,10.5,3,0,95
26490,1923,6,25.18,3,0,95
26491,1923,6,36.64,3,0,95
26492,1923,6,11.97,3,0,95
26493,1923,6,601.28,3,0,95
26494,1923,6,7.03,3,0,95
26495,1923,6,4.85,3,0,95
26496,1923,6,36.81,3,0,95
26497,1923,6,268.3,3,0,95
26499,1923,6,26.21,3,0,95
26502,1923,6,19.5,3,0,95
26503,1923,6,14.76,3,0,95
26504,1923,6,19.12,3,0,95
26505,1923,6,220.1,3,0,95
26508,1923,6,450.82,3,0,95
26512,1923,6,546.6,3,0,95
26515,1923,6,596.4,3,0,95
26516,1923,6,18.25,3,0,95
26517,1923,6,9.36,3,0,95
26519,1923,6,26.51,3,0,95
26520,1923,6,7.68,3,0,95
7849,1923,6,85.34,3,0,95
7850,1923,4,371.84,3,0,95
26523,1923,6,594.61,3,0,95
26524,1923,6,8.35,3,0,95
26525,1923,6,130.3,3,0,95
26527,1923,6,38.67,3,0,95
26529,1923,6,23.87,3,0,95
26530,1923,6,13.46,3,0,95
26531,1923,6,15.63,3,0,95
26532,1923,6,315.17,3,0,95
26533,1923,6,14.76,3,0,95
26536,1923,6,284.75,3,0,95
26537,1923,6,14.78,3,0,95
26538,1923,6,31.3,3,0,95
26539,1923,6,20.84,3,0,95
26540,1923,6,322.06,3,0,95
26541,1923,6,14.32,3,0,95
26542,1923,6,14.38,3,0,95
26543,1923,6,18.36,3,0,95
26544,1923,6,24.34,3,0,95
26547,1923,6,19.84,3,0,95
26550,1923,6,284.08,3,0,95
26553,1923,6,564.18,3,0,95
26554,1923,6,28.66,3,0,95
26555,1923,6,33.42,3,0,95
26556,1923,6,13.9,3,0,95
26559,1923,12,407.23,3,0,95
26560,1923,6,377.04,3,0,95
26561,1923,6,53.86,3,0,95
26562,1923,6,466.51,3,0,95
26564,1923,6,247.9,3,0,95
26565,1923,6,23.01,3,0,95
26568,1923,6,559.3,3,0,95
26572,1923,4,7.82,3,0,95
26573,1923,6,15.22,3,0,95
26574,1923,6,16.06,3,0,95
26575,1923,20,21.7,3,0,95
26576,1923,20,24.34,3,0,95
26579,1923,20,282.3,3,0,95
26580,1923,20,31.73,3,0,95
26582,1923,20,286.06,3,0,95
26584,1923,20,13.46,3,0,95
26585,1923,20,14.78,3,0,95
26587,1923,20,15.22,3,0,95
26588,1923,20,19.97,3,0,95
26589,1923,4,10.45,3,0,95
26590,1923,20,17.36,3,0,95
26591,1923,20,352.95,3,0,95
26593,1923,6,10.43,3,0,95
9554,1923,6,18,3,0,95
11361,1923,6,297.09,3,0,95
11363,1923,6,498.82,3,0,95
11450,1923,6,324.05,3,0,95
11454,1923,6,166.08,3,0,95
11456,1923,8,24.24,3,0,95
11458,1923,8,55.72,3,0,95
11459,1923,8,23.06,3,0,95
11460,1923,8,19.46,3,0,95
11461,1923,6,26.42,3,0,95
11462,1923,6,31.32,3,0,95
11463,1923,6,364.8,3,0,95
11464,1923,6,45.64,3,0,95
11465,1923,8,10.04,3,0,95
11469,1923,6,143.67,3,0,95
19029,1923,6,10.13,3,0,95
27276,1923,12,21.23,3,0,95
24828,1923,12,242.81,3,0,95
24833,1923,12,29.53,3,0,95
24842,1923,12,312.56,3,0,95
24843,1923,6,18.25,3,0,95
24844,1923,6,15.22,3,0,95
24845,1923,6,20.44,3,0,95
24846,1923,6,306.04,3,0,95
24848,1923,6,43.32,3,0,95
24850,1923,12,41.69,3,0,95
24851,1923,6,19.14,3,0,95
24853,1923,6,19.14,3,0,95
24856,1923,6,128.27,3,0,95
24857,1923,6,358.75,3,0,95
24858,1923,6,12.59,3,0,95
24860,1923,6,18.23,3,0,95
24861,1923,6,20.85,3,0,95
24863,1923,12,18.71,3,0,95
24866,1923,6,255.17,3,0,95
24867,1923,6,13.15,3,0,95
24868,1923,6,18.25,3,0,95
24869,1923,6,20.4,3,0,95
24871,1923,12,283.9,3,0,95
24872,1923,6,15.2,3,0,95
24873,1923,6,13.46,3,0,95
24874,1923,6,26.48,3,0,95
24875,1923,6,331.09,3,0,95
24879,1923,12,334.23,3,0,95
24886,1923,6,363.22,3,0,95
24889,1923,12,20.85,3,0,95
24894,1923,6,360.69,3,0,95
24895,1923,6,23.66,3,0,95
24896,1923,6,30.69,3,0,95
24900,1923,6,417.27,3,0,95
24901,1923,6,11.29,3,0,95
24907,1923,6,18.54,3,0,95
24914,1923,6,19.54,3,0,95
24915,1923,8,4.45,3,0,95
24916,1923,6,20.71,3,0,95
24918,1923,6,133.81,3,0,95
24919,1923,8,26.55,3,0,95
24920,1923,6,19.99,3,0,95
24921,1923,8,36.13,3,0,95
24922,1923,6,18.67,3,0,95
24927,1923,6,261.75,3,0,95
24931,1923,6,22.57,3,0,95
24933,1923,6,445.34,3,0,95
24938,1923,6,311.58,3,0,95
24939,1923,6,14.16,3,0,95
24941,1923,6,23.19,3,0,95
24943,1923,6,446.62,3,0,95
24944,1923,8,17.8,3,0,95
24946,1923,6,12.67,3,0,95
24948,1923,6,22.14,3,0,95
24949,1923,6,14.78,3,0,95
24951,1923,8,9.99,3,0,95
24956,1923,6,4.52,3,0,95
24957,1923,6,12.59,3,0,95
24959,1923,6,15.59,3,0,95
24961,1923,6,28.03,3,0,95
24962,1923,6,323.2,3,0,95
24963,1923,6,36.98,3,0,95
24966,1923,6,295.27,3,0,95
24967,1923,6,294.7,3,0,95
24968,1923,6,14.35,3,0,95
24969,1923,6,513.04,3,0,95
24970,1923,6,285.56,3,0,95
24971,1923,6,275.26,3,0,95
24972,1923,6,333.1,3,0,95
24976,1923,6,255.64,3,0,95
24982,1923,6,84.75,3,0,95
24983,1923,6,408.42,3,0,95
24985,1923,6,247.85,3,0,95
24997,1923,8,23.02,3,0,95
25002,1923,8,18.97,3,0,95
25005,1923,6,263.95,3,0,95
25006,1923,12,36.92,3,0,95
25016,1923,6,21.94,3,0,95
25018,1923,6,227.47,3,0,95
25019,1923,6,5.25,3,0,95
25021,1923,6,48.5,3,0,95
27424,1923,12,2.56,3,0,95
29237,1923,6,24.32,3,0,95
29238,1923,6,16.93,3,0,95
29239,1923,12,12.52,3,0,95
29240,1923,6,16.93,3,0,95
29241,1923,6,308.92,3,0,95
29242,1923,6,22.75,3,0,95
29243,1923,6,10.32,3,0,95
29245,1923,4,11.75,3,0,95
40849,1923,6,498.57,3,0,95
40850,1923,6,12,3,0,95
40925,1923,12,124.04,3,0,95
40926,1923,12,19.27,3,0,95
40928,1923,12,103.3,3,0,95
40930,1923,12,24.43,3,0,95
40932,1923,10,318.1,3,0,95
31458,1923,6,30.03,3,0,95
31463,1923,12,23.77,3,0,95
31464,1923,6,474.45,3,0,95
31465,1923,6,19.97,3,0,95
31468,1923,6,15.22,3,0,95
31469,1923,6,21.88,3,0,95
31470,1923,6,7,3,0,95
31471,1923,6,21.72,3,0,95
31472,1923,6,219.24,3,0,95
31473,1923,12,14.32,3,0,95
31474,1923,12,366.34,3,0,95
31475,1923,6,14.78,3,0,95
31476,1923,12,19.55,3,0,95
31477,1923,12,13.03,3,0,95
31479,1923,6,11.04,3,0,95
31481,1923,6,25.17,3,0,95
31482,1923,6,12.19,3,0,95
31486,1923,6,26.51,3,0,95
31487,1923,6,17.91,3,0,95
31488,1923,4,51.66,3,0,95
31490,1923,6,15.35,3,0,95
31491,1923,6,14,3,0,95
31494,1923,8,37.33,3,0,95
31496,1923,6,284.29,3,0,95
31497,1923,12,351.62,3,0,95
31498,1923,12,15.2,3,0,95
31499,1923,12,23.01,3,0,95
31501,1923,6,28.75,3,0,95
31502,1923,6,396.18,3,0,95
31503,1923,8,7.39,3,0,95
31504,1923,6,34.3,3,0,95
31505,1923,6,33.88,3,0,95
31506,1923,8,25.61,3,0,95
31507,1923,6,21.12,3,0,95
31508,1923,6,25.19,3,0,95
31509,1923,4,397.06,3,0,95
31510,1923,6,33,3,0,95
31512,1923,6,246.98,3,0,95
31514,1923,6,22.59,3,0,95
31515,1923,6,21.27,3,0,95
31516,1923,6,14.76,3,0,95
31518,1923,6,9.56,3,0,95
31519,1923,6,9.16,3,0,95
31522,1923,6,40.81,3,0,95
31523,1923,6,36.48,3,0,95
31524,1923,6,355.69,3,0,95
31525,1923,6,17.89,3,0,95
31526,1923,8,33.45,3,0,95
31527,1923,4,44.79,3,0,95
31528,1923,8,293.07,3,0,95
31529,1923,6,7.38,3,0,95
31530,1923,6,157.9,3,0,95
31531,1923,6,14.78,3,0,95
6301,1923,6,457.69,3,0,95
6302,1923,6,16.7,3,0,95
6304,1923,6,15.72,3,0,95
6306,1923,6,620.68,3,0,95
6307,1923,8,18.18,3,0,95
6310,1923,6,21.63,3,0,95
6312,1923,8,30.48,3,0,95
6313,1923,6,8.52,3,0,95
6314,1923,6,34.38,3,0,95
6318,1923,12,27.65,3,0,95
6319,1923,6,14.3,3,0,95
6335,1923,12,233.89,3,0,95
6336,1923,12,22.4,3,0,95
6340,1923,12,333.91,3,0,95
6341,1923,6,17.71,3,0,95
6343,1923,6,597.94,3,0,95
6344,1923,6,40.1,3,0,95
6345,1923,6,274.51,3,0,95
6349,1923,6,22.23,3,0,95
6350,1923,6,17.26,3,0,95
6352,1923,6,20.84,3,0,95
6353,1923,6,681.92,3,0,95
6355,1923,6,112.94,3,0,95
6356,1923,8,16.7,3,0,95
6357,1923,6,15.25,3,0,95
6358,1923,6,21.12,3,0,95
6359,1923,6,21.63,3,0,95
6360,1923,6,415.95,3,0,95
6361,1923,6,29.99,3,0,95
6362,1923,6,42.28,3,0,95
6368,1923,8,24.57,3,0,95
7305,1923,30,23.62,3,0,95
15577,1923,12,361.71,3,0,95
31533,1923,12,13.9,3,0,95
31535,1923,6,13.9,3,0,95
31536,1923,6,23.89,3,0,95
31537,1923,6,178.39,3,0,95
31539,1923,6,15.87,3,0,95
31540,1923,6,13.09,3,0,95
31541,1923,6,41.19,3,0,95
31542,1923,12,22.14,3,0,95
31543,1923,12,301.95,3,0,95
31544,1923,12,337.86,3,0,95
31546,1923,6,18.68,3,0,95
31547,1923,6,19.55,3,0,95
31548,1923,6,274.09,3,0,95
31549,1923,6,329.48,3,0,95
31550,1923,6,504.49,3,0,95
31551,1923,6,272.69,3,0,95
31552,1923,6,22.57,3,0,95
31553,1923,6,19.98,3,0,95
31554,1923,6,324.3,3,0,95
31559,1923,4,375.71,3,0,95
31560,1923,6,113.35,3,0,95
31561,1923,6,20.04,3,0,95
31562,1923,6,174.05,3,0,95
31563,1923,6,16.08,3,0,95
31564,1923,6,460.62,3,0,95
31565,1923,6,38.2,3,0,95
31566,1923,6,312.25,3,0,95
31571,1923,6,307.79,3,0,95
31572,1923,6,29.52,3,0,95
31574,1923,6,19.97,3,0,95
31575,1923,6,17.8,3,0,95
31576,1923,6,553.96,3,0,95
31577,1923,6,23.04,3,0,95
31578,1923,6,26.1,3,0,95
31579,1923,6,269.51,3,0,95
31580,1923,6,14.78,3,0,95
31581,1923,6,15.63,3,0,95
31582,1923,6,17.79,3,0,95
31583,1923,6,13.89,3,0,95
31584,1923,6,17.79,3,0,95
31585,1923,6,17.37,3,0,95
31587,1923,4,549.58,3,0,95
31589,1923,6,76.54,3,0,95
31590,1923,4,452.43,3,0,95
31591,1923,4,52.52,3,0,95
31595,1923,6,43.13,3,0,95
31596,1923,6,137.86,3,0,95
31597,1923,12,254.5,3,0,95
31598,1923,6,245.05,3,0,95
25932,1923,16,644.23,3,0,95
25934,1923,16,20.84,3,0,95
25935,1923,16,11.54,3,0,95
25937,1923,6,15.74,3,0,95
25938,1923,16,279.6,3,0,95
25939,1923,16,33.42,3,0,95
25942,1923,6,23.67,3,0,95
25943,1923,6,15.07,3,0,95
25944,1923,6,14.4,3,0,95
25945,1923,6,240.2,3,0,95
25948,1923,6,265.72,3,0,95
25950,1923,6,225.38,3,0,95
25951,1923,6,12.59,3,0,95
25952,1923,6,16.98,3,0,95
25953,1923,6,14.77,3,0,95
25954,1923,6,21.29,3,0,95
25955,1923,6,284.36,3,0,95
25956,1923,6,16.08,3,0,95
25957,1923,6,42.39,3,0,95
25960,1923,6,266.32,3,0,95
25961,1923,6,456.43,3,0,95
25962,1923,6,17.8,3,0,95
25963,1923,6,10.93,3,0,95
25965,1923,6,654.97,3,0,95
25966,1923,6,16.41,3,0,95
25967,1923,6,268.23,3,0,95
25968,1923,6,18.49,3,0,95
25969,1923,6,23.5,3,0,95
25971,1923,6,370.26,3,0,95
25974,1923,6,377.21,3,0,95
25976,1923,6,366.88,3,0,95
25979,1923,6,20.84,3,0,95
25980,1923,6,13.89,3,0,95
25981,1923,6,27.59,3,0,95
25982,1923,6,13.09,3,0,95
25984,1923,6,19.38,3,0,95
25985,1923,6,11.72,3,0,95
25988,1923,6,20.4,3,0,95
25991,1923,6,435.15,3,0,95
25994,1923,6,397.74,3,0,95
25995,1923,6,13.89,3,0,95
25996,1923,6,13.85,3,0,95
25998,1923,6,429.92,3,0,95
25999,1923,6,16.73,3,0,95
26000,1923,6,311.63,3,0,95
26001,1923,6,319.94,3,0,95
26002,1923,6,491.46,3,0,95
26003,1923,6,13.9,3,0,95
26004,1923,6,31.26,3,0,95
26005,1923,6,381.02,3,0,95
26006,1923,4,277.86,3,0,95
26009,1923,6,633.76,3,0,95
26010,1923,6,457.57,3,0,95
26011,1923,6,21.2,3,0,95
26016,1923,6,269.67,3,0,95
26020,1923,6,9.09,3,0,95
26024,1923,8,19.72,3,0,95
26028,1923,6,18.26,3,0,95
26029,1923,6,256.01,3,0,95
26033,1923,6,311.07,3,0,95
26038,1923,6,19.12,3,0,95
26041,1923,4,9.99,3,0,95
26042,1923,4,28.24,3,0,95
26044,1923,6,8.29,3,0,95
26049,1923,12,25.4,3,0,95
26050,1923,12,21.93,3,0,95
26056,1923,6,34.72,3,0,95
26059,1923,16,251.39,3,0,95
26061,1923,6,19.88,3,0,95
26063,1923,16,372.8,3,0,95
26064,1923,6,18.68,3,0,95
26065,1923,6,19.55,3,0,95
26069,1923,6,32.12,3,0,95
26072,1923,6,11.72,3,0,95
10247,1923,12,23.91,3,0,95
10266,1923,12,702.67,3,0,95
10310,1923,12,406.71,3,0,95
10398,1923,6,24.76,3,0,95
10399,1923,6,312.58,3,0,95
10400,1923,6,13.48,3,0,95
10403,1923,8,48.61,3,0,95
10404,1923,6,27.04,3,0,95
10405,1923,12,9.16,3,0,95
10406,1923,6,123.58,3,0,95
10904,1923,10,259.36,3,0,95
10907,1923,6,5.06,3,0,95
10910,1923,10,305.04,3,0,95
10911,1923,10,37.03,3,0,95
10914,1923,10,312.7,3,0,95
10915,1923,6,16.72,3,0,95
10916,1923,6,74.01,3,0,95
10918,1923,10,57.17,3,0,95
10919,1923,6,349.5,3,0,95
10920,1923,6,10.68,3,0,95
10923,1923,6,5.88,3,0,95
10924,1923,6,82.91,3,0,95
10925,1923,6,11.52,3,0,95
10931,1923,6,28.79,3,0,95
10937,1923,10,255.17,3,0,95
10940,1923,6,23.2,3,0,95
10943,1923,10,289.16,3,0,95
10946,1923,10,156.69,3,0,95
10951,1923,10,14.33,3,0,95
10952,1923,12,252.23,3,0,95
10953,1923,6,41.99,3,0,95
10954,1923,6,19.97,3,0,95
10955,1923,12,21.31,3,0,95
10956,1923,6,14.33,3,0,95
10957,1923,12,14.35,3,0,95
10959,1923,6,19.55,3,0,95
10961,1923,4,14.32,3,0,95
10962,1923,6,30.38,3,0,95
10963,1923,6,45.71,3,0,95
10965,1923,6,23.44,3,0,95
10968,1923,12,40.05,3,0,95
10969,1923,6,19.98,3,0,95
10970,1923,6,20.84,3,0,95
10971,1923,12,16.06,3,0,95
10972,1923,6,20.83,3,0,95
10973,1923,6,16.65,3,0,95
10975,1923,6,15.2,3,0,95
10978,1923,12,30.84,3,0,95
10980,1923,4,15.2,3,0,95
10982,1923,6,43.27,3,0,95
10983,1923,6,512.23,3,0,95
10984,1923,6,15.2,3,0,95
10985,1923,6,54.69,3,0,95
10986,1923,6,15.19,3,0,95
10987,1923,4,14.75,3,0,95
10988,1923,6,84.05,3,0,95
10989,1923,6,300.34,3,0,95
10990,1923,6,13.9,3,0,95
10991,1923,6,32.55,3,0,95
10992,1923,6,13.02,3,0,95
10993,1923,6,13.02,3,0,95
10994,1923,6,171.52,3,0,95
10995,1923,6,33.42,3,0,95
10996,1923,6,24.3,3,0,95
10997,1923,6,16.06,3,0,95
10998,1923,6,50.36,3,0,95
10999,1923,12,250.19,3,0,95
11000,1923,6,19.1,3,0,95
11001,1923,12,20.04,3,0,95
11002,1923,12,23.93,3,0,95
11003,1923,12,16.06,3,0,95
11004,1923,10,34.25,3,0,95
11005,1923,4,14.32,3,0,95
11006,1923,6,15.2,3,0,95
11007,1923,6,45.17,3,0,95
11008,1923,4,280.83,3,0,95
11009,1923,4,31.25,3,0,95
11010,1923,6,21.72,3,0,95
11011,1923,20,21.33,3,0,95
11013,1923,4,22.61,3,0,95
11014,1923,6,11.72,3,0,95
11016,1923,6,257.74,3,0,95
11017,1923,20,369.46,3,0,95
11018,1923,6,13.89,3,0,95
11021,1923,6,406.36,3,0,95
11022,1923,4,32.6,3,0,95
11025,1923,16,14.09,3,0,95
11026,1923,16,31.22,3,0,95
